id,text,label
2643,Áo đẹp nhưng dáng mà rộng hơn chút nữa thì đẹp vì mình thích oversize,1
2644,"Vay đẹp kỹ,tu van nhiet tinh",1
2645,Hàng ok giá rẻ mua 2 cái có 88k hàng này ck e thích lắm toàn mặc ao nay nên mua nhé mọi người,1
2646,"Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,se ung ho tiep",1
2647,"Thấy oke lắm nha, shop tư vấn oke lắm luon á dth lắm, quần cũng chuẩn, ko ngần ngại 5 ⭐️ cho sốp",1
2648,"Mua lần 2,vẫn yêu như lần đầu,5 sao là điều k thể tránh khỏi :))))",1
2649,Thank you 😘,1
2650,Đáng để mua,1
2651,"Bao giá, bao chất, bao luôn cả vải",1
2652,Áo dày thật,1
2653,Màu + vải đẹP Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn,1
2654,Nhưng giao hàng hơi lâu nhưng không sao rất đáng tiền😘😘😘,1
2655,"Chất lượng sản phẩm tuyệt vời , Đóng gói sản phẩm rất đẹp và chắc chắn , Rất đáng tiền , Thời gian giao hàng rất nhanh",1
2656,Chat luong san pham rat dep,1
2657,Nhưng vẫn nguyên các niêm phong mác,1
2658,Chủ shop lịch sự.,1
2659,"Thì áo đẹp, chị chủ cũng dễ thương nữa, cảm ơn chị nhiều nhiều",1
2660,Thả tim,1
2661,"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, giày đẹp, Rất đáng tiền",1
2662,Đóng gói sản phẩm rất đẹp và chắc chắn Phù hợp giá tiền phom đẹp lắm ạ,1
2663,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn giống như hình,1
2664,Cảm ơn Shop ❤️,1
2665,"Form đẹp, mát",1
2666,Áo vải đẹp sẽ ủng hộ shop lâu dài 😊,1
2667,Giá thành rẻ so với chất lượng,1
2668,"Dây kéo hơi rít xíu nhưng chắc do còn mới, màu áo rất đẹp",1
2669,Vải hơi mỏng nhưng sản phẩm mặc cũng rất tốt,1
2670,"Áo dễ thương, thuộc loại form rộng, len ko quá dày thích hợp mặc vào thời tiết se se lạnh",1
2671,"Áo đẹp, đúng hình, vãi đẹp",1
2672,Áo bên shop đẹp lắm...mh rất ưng yk... sẽ ủng hộ shop nhiều hơn nữa 💖💖💖💖💖,1
2673,Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,1
2674,Áo đẹp lắm ạ😍😍😍,1
2675,Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
2676,Chất liệu đẹp,1
2677,Chất siêu thích nhé,1
2678,Đóng gói sản phẩm tạm được Thời gian giao hàng nhanh,1
2679,Cổ áo hơi sâu Chất lượng sản phẩm tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
2680,Thanks store for item,1
2681,Mình 1m55. 45kg mặc size M hơi trật. các bạn khác nếu mua thì nhích lên 1 size,1
2682,"Vải đẹp, mặc ổn Đóng gói sản phẩm rất đẹp và chắc chắn",1
2683,"Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền .Thời gian giao hàng rất nhanh",1
2684,"Túi rẻ đẹp, hàg vừa tới tay lại phải đặt thêm cái nữa",1
2685,"Áo rất xinh, đệm mỏng nhẹ lắm",1
2686,Áo còn có khóa cài bằng nam châm rất tiện dụng cho người mặc,1
2687,Yêu shop.,1
2688,Áo kute 😍,1
2689,"Vải đẹp, giao hàng nhanh, mua 2 quần mà 1 quần quá bó, hơi buồn tí nhưng sop phục vụ tốt. 4 sao nha sop, mình rút kn sẽ liên hệ sop tư vấn trước khi đặt hàng",1
2690,Chất lượng phù hợp với giá thành,1
2691,"Chất lượng sản phẩm tốt, Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh",1
2692,"Chất vải đẹp, giao hàng siêu nhanh luôn",1
2693,Với những sản phẩm basic như này rất khó tìm chất vải với giá tiền như thế này,1
2694,"Vừa vặn , thoải mái",1
2695,Đẹp Rất đáng tiền Thời gian giao hàng rất nhanh,1
2696,Đóng gói và chất vải đều ok,1
2697,Chất lượng sản phẩm tuyệt vời áo đen không được đẹp.,1
2698,Thời gian giao hàng oki,1
2699,Rất hieu qua ung ho shop nhieu nua,1
2700,Kcn này xài ok lắm,1
2701,Áo mỏng hơn so với áo màu vàng,1
2702,"Giao hàng nhanh, màu và chất vải khá ok, rất đáng tiền",1
2703,"Vải dày nhưng ko nóng, ko dễ xù lông, form vừa vặn cho 150cm 50kg luôn Shop rất nhiệt tình hỗ trợ mọi trường hợp",1
2704,"Vải mịn , form đẹp , giá rẻ",1
2705,Áo quá đẹp luôn shop ơi,1
2706,"Hộp to, giày đẹp, giao nhanh",1
2707,Áo mặc được phu hop giá tiền Đóng gói sản phẩm rất đẹp và chắc chắn,1
2708,Vải tốt,1
2709,Ao Mac dep Thời gian giao hàng rất nhanh,1
2710,"Gói hàng cẩn thận, mèo nhà mình mới đổi sang loại này rất thích",1
2711,Ung y quá,1
2712,Tui khuyên các bạn khi nào nhận đc hàng thì hãy quay clip lại,1
2713,Áo ấm,1
2714,"Chất lượng sản phẩm tuyệt vời, nhân viên ship hơi lâu tí thôi (chắc do bên vận chuyển)",1
2715,Tgian giao hàng rất nhanh....5*,1
2716,"Đồ siêu xinh, k còn gì bàn cãi so với giá tiền thì vượt mức tưởng tượng",1
2717,Áo rẻ mà đẹp y hình 💓💓💓 Mong shop nhập thêm nhiều mẫu mới để ủng hộ tiếp,1
2718,"Bàn rất đẹp, cháu mình cũng rất thích nên đặt mua lần 2",1
2719,"Áo đẹp, dù màn hình phẳng mà mặc lên có tí khe luôn.chắc chắn sẽ ủng hộ shop",1
2720,Sơmi đẹp lắm shop,1
2721,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh sp cũng phù hợp vs giá tiền,1
2722,"Tuy nhiên có điểm trừ là vải dạng dễ nhăn, bất tiện cho ng lười ủi như mình",1
2723,"C chủ nói ""nếu mẹ chị hk ưng thì chị k cần phải mua vì ngại nha chị, k sao nha chị, bên e chỉ bán khi chị thật sự hài lòng sp ạ",1
2724,Chất dày dặn,1
2725,Dep chi ak,1
2726,"Mới đầu k nghĩ quần đẹp như vậy nên mua thử 2c dùg tạm, xog thấy chất ok qá nên phải đặt thêm nữa",1
2727,Ao len ôm dáng mà mịn lắm. mặc nhẹ như không,1
2728,"Tốt ,nhiệt ,tình cảm ơn nhé",1
2729,Chất lượng sản phẩm tuyệt vời ÁO rất đẹp. 65kg 1m64 mặc XL vãn rộng lắm nhé,1
2730,Áo này rẻ và đẹp lắm shop ạ. mình sẽ tiếp tục ủng hộ shop,1
2731,Hàng cũng bình thường không đc như ảnh,1
2732,"Hàng ngon, balo handmade đấy các ô (đọc trên catalog)",1
2733,"Áo đẹp, mặc rất mát, giá cả cũng ok",1
2734,Áo đẹp mềm mịn độn vừa phải rất ưng,1
2735,"Chất lượng sản phẩm tuyệt vời, đáng tiền ạ, nhg khuyên các bạn ko nên đặt đỏ đô ạ, lúc giặt thì sẽ ra màu đó ạ, màu đỏ đô cũng là đỏ đậm chứ ko tươi nhé.Vải đẹp ạ Vẫn cho shop 5 sao hihi",1
2736,"Dép êm, đẹp, giống nhiw mong đợi, mua nhiều size nhưng shop đóng gói không sai đôi nào, hài lòng với đơn hàng nhé!",1
2737,"Shop phục vụ rất chu đáo, muốn đổ trả là có ngay",1
2738,Áo đẹp ❤ sẽ ủng hộ shop lần sauu,1
2739,Gói hàng ko chắc chắn lắm.nhưng sp giống hình.cho sop 5 sao,1
2740,"Đóng gói kĩ , đẹp, chất lượng",1
2741,Shop phục vụ rất tốt Thời gian giao hàng rất nhanh đường chỉ may chắc chắn vải chất mát,1
2742,"Shop siêu nhiệt tình, có 10 sao vote luôn nhé",1
2743,Vải khá mỏng :( nhưng thời gian giao hàng rất nhanh,1
2744,"Chất mát, mặc vừa",1
2745,Form đẹp,1
2746,"Yếm thích cực luôn, chất liệu dày dặn chắc chắn, đẹp chuẩn hình, dễ phối đồ, ủng hộ shop nhé👍",1
2747,Vay y hjnh,1
2748,"Áo đe đi nắng đi gió vao ngày thời tiet mát, theo đăng size xl 65_80kg , tii 68kg mặc ôm ngươi ko rộng, shop ship hang nhanh.mua tren live Giá co vc giảm gia 50% cua shopee nen cjap mhan dc, khuýen khích cho shop 5 sao đe phuc vu khách hang tot hon",1
2749,"Túi xách đường may cẩn thạna, khoá và dây đeo chắc chắn",1
2750,Chất vải quá ok so với giá tiền,1
2751,Vẫn cho 5***** Thời gian giao hàng rất nhanh,1
2752,Lần sau sẽ gé tiếp,1
2753,"Áo vải rất thích , giao hàng cx rất nhanh nữa",1
2754,Mặc rất thoải mái lun,1
2755,"1l mật ong = 1kg300 , nhưng của shop 1kg235",1
2756,"Y chang hình luôn nha, dài và phom to y chang hình, thích lắm luôn 😍",1
2757,"Thời gian giao hàng rất nhanh, chất lượng ổn so với giá tiền",1
2758,"Mình rất ưng, sẽ ủng hộ tiếp",1
2759,Áo hơi mỏng nhưng với giá tiền thì cũng khá xinh,1
2760,"Chất lượng sản phẩm tốt, vải y hình hơi mỏng, nhưng khseo vẫn đẹp nha mng ơi",1
2761,Nhưng dùng vẫn ok,1
2762,Hàng đẹp và tốt chỉ 150k mà rất đẹp cám ơn shop nếu có nhiều sao hơn cũng ráng cho nhiều,1
2763,Bù lại vải đẹp mát❤️,1
2764,"Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn, giao hàng chậm",1
2765,Áo đẹp lắmmm ạ ^^ phù hợp với giá tiền,1
2766,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đẹp sẽ ủng hộ lần nữa,1
2767,Chị chủ shop ăn nói dễ thương,1
2768,"Áo đẹp , bạn nào muốn mua cứ an tâm nha, mình mua 1 lượt 3 áo, áo nào cũng đẹp",1
2769,Áo đẹp lắm bà con cô bác ơi,1
2770,5 sao cho thái độ phục vụ của shop,1
2771,Mặc ấm lắm shop ạ,1
2772,"Shop nhiệt tình, gửi nhầm size shop qua tận nhà đổi lại cho mình",1
2773,"Quần form ôm, đẹp, mặcn dáng, đường may chắc chắn",1
2774,Áo êm lắm nha,1
2775,"Vải dày, mát",1
2776,Áo như mới,1
2777,"Hàng y hình, do mưa bão nên giao còn chậm trễ nên ko có cặp đi học :'( 5 sao khích lệ",1
2778,"Áo trắng hơi mỏng chất k đc đẹp, áo đen thì chấtnok hơn",1
2779,"Form nhỏ nhưng mà cup cao, được cái siêu mềm, mát",1
2780,Rat tuyet voi,1
2781,Hơi mỏng len mềm Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
2782,"Shop phục vụ rất tốt, giao 10 cái đúng size mình ghi chú cho shop",1
2783,Quần siu đẹp Rất đáng tiền,1
2784,Áo đẹp giống hình,1
2785,Chất lượng sản phẩm rất vừa ý,1
2786,Ship hàng rất nhanh.sản phẩm hợp với giá tiền,1
2787,"Tuy nhiên hộp giày k chắc chắn nên bị móp, nhưng k sao",1
2788,"Dây đeo hơi mỏng nhưng cảm thấy phù hợp giá tiền, đóng góp cẩn thận",1
2789,Đã mua 3 lần. Giao hàng nhanh. Đóng gói kỹ. Sẽ tiếp tục ủng hộ.,1
2790,"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời, y hình, shop giao đúng màu, đúng mẫu, đúng size, số lượng luôn, good",1
2791,Hàng đẹp đáng mua ^^,1
2792,"Giao hàng nhanh, lịch sự",1
2793,"Chất lượng sản phẩm tuyệt vời so voi gia tien,",1
2794,Áo đẹp nhưng mỏng,1
2795,Hàng đẹp và quá tuyệt so với gia tiền,1
2796,"Áo đẹp, vải dày dặn còn có quà nhỏ từ shop ❤️ rất ưng",1
2797,"Mùi thơm dễ chiu, shop giao hàng nhanh",1
2798,"Áo đẹp, y hình, giao đúng hẹn,",1
2799,Thời gian giao hàng rất nhanh dk,1
2800,"Shop nhiệt tình, dễ thương, Ship hàng nhanh, khi hàng order về cũng thông báo cho mình biết để cbi",1
2801,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. 🌹🌹🌹 Shop chăm sóc khách hàng rất tốt , tư vấn nhiệt tình",1
2802,Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,1
2803,"Áo đẹp vải mịn lắm có cái là dáng tuii hơi nhỏ nên mặc hơi rộng , 🖤",1
2804,Do mua kèm với giày 5k nên vẫn cảm thấy hời,1
2805,Hàng tốt.cám ơn shop,1
2806,Mình khá mũm mĩn nhưng mặc vẫn ok,1
2807,"Bạn chủ shop nhiệt tình, gói hàng cẩn thận và giao hàng khá nhanh",1
2808,Áo đẹp lắm shop ơi,1
2809,Giao hàng rắt nhanh,1
2810,"Chất lượng sản phẩm rất tốt, đường chỉ chắc chắn, ít chỉ thừa, màu sắc giống với mô tả, đóng gói cẩn thận, dịch vụ chăm sóc khách hàng rất nhiệt tình và thân thiện, giao hàng rất nhanh.",1
2811,Mỗi tội một cùng 1 set mà cái to cái nhỏ,1
2812,Chất lượng rất tốt shop phục vụ nhiệt tình Rất đáng tiền,1
2813,Áo đẹp quá,1
2814,"Chất lượng sản phẩm tuyệt vời, đc tặng đôi vớ tí hon cho em bé",1
2815,Chị Shop qua nhiệt tình sẽ ủng hộ tiếp.,1
2816,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn,1
2817,Yêuuu!!,1
2818,Giao hàng nhanh chóng,1
2819,Chất lượng sản phẩm tạm được Thời gian giao hàng nhanh,1
2820,"Áo đẹp, y hình mẫu",1
2821,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn lần đầu mua nghe âm thanh rất to,1
2822,Giao hàng nhanh rất hài lòng,1
2823,Giao cũng nhanh,1
2824,"Vải dày vừa, đẹp",1
2825,"Vải đẹp lắm lắm, đường may cẩn thận, mặc vào siêu thích luôn",1
2826,"Áo đẹp lắm luôn ạ, chất vải dày dặn, màu sắc trẻ trung, shop giao hàng nhanh lắm đặt hàng 1 ngày là có luôn, đóng gói hàng cẩn thận, còn nhắn tin tư vấn rất chu đáo, sẽ ủng hộ lần sau",1
2827,Hàng bao đệp ưng nhất từ trước đến h mua ol shop nhiệt tình,1
2828,Shop tư vấn nhiệt tình và vui tính nữa. 10 sao luônnn,1
2829,"Giao đủ số lượng mà mình đã đặt hàng, có một số lỗi nhỏ làm mình hiểu nhầm nhưng khi phản hồi thì đã được shop reply rất nhiệt tình, thái độ rất ok",1
2830,"Áo tạm được, có điều hình bị vỡ vì phóng quá to hoặc do mực tin mờ",1
2831,"Mua tặng anh người yêu cái áo, được anh ấy khen chất liệu tốt",1
2832,"Chất lượng sản phẩm tuyệt vời,áo đẹp ❤",1
2833,Áo xinh lắm luôn ❤️,1
2834,"Dép đẹp, chất liệu tốt, đáng đồng tiền",1
2835,Ao rat dep vai rat tot Chất lượng sản phẩm tuyệt vời,1
2836,Mình mua 5 cái và cái nào cũng ưng ý và vừa tiền,1
2837,Ship hàng nhanh,1
2838,"Oi zoi oi camera của e đểu nên không chụp ảnh đc ý mà chất quần, chất áo so với giá tiền gọi là tuyệt vời luôn ý",1
2839,Áo khá đẹp,1
2840,Áo đẹp chất lượng. Chất vải xịn sò. Áo cưng xỉu nha shop. Đường may chắc chắn không một chút chỉ thừa shop đóng gói hàng đẹp và giao hàng nhanh chủ shop tư vấn rất tận tình. Mình mặc cảm thấy rất thoải mái và vừa vặn. Thanks shop nhiều lắm nha.,1
2841,Chị chủ shop cũng tận tình lắm,1
2842,Rat ưng,1
2843,"Sp đc đóng gói rất cẩn thận và thời gian giao hàng rất nhanh,sp có mùi rất dễ chịu,ns chung rất hài lòng và sẽ tiếp tục ủng hộ shop",1
2844,"Shop tư vấn chuẩn size, vải đẹp, co giãn tốt",1
2845,"Chất lượng sản phẩm tuyệt vời, chất và kiểu hình kp chê",1
2846,"Đẹp, giá tốt, chủ shop thân thiện 💕",1
2847,"Balo đẹp, vải ok😻",1
2848,Áo đúng như hình,1
2849,Chất lượng sản phẩm tuyệt vời..mỗi tội đợi hàng mất 1 tuần... chủ shop ko dk nhiệt tình cho lắm.. chắc tại đơn hàng ít tiền nên ko quan tâm,1
2850,Form hơi nhỏ so vs mong đợi,1
2851,Chat luong tuyet voi..thoi gian giao hang nhanh,1
2852,Phải nói là sp của shop wuas ưng ý luôn ạ,1
2853,Áo đẹp lắm nhưng thái độ của nhân viên giao hàng vnpost nhanh cực kỳ md nên đừng ai chọn nha,1
2854,Áo quá rẻ và đẹp,1
2855,Áo rộng mặc đẹp,1
2856,Giày đẹp lắm ạ .quá đẹp trong tầm giá,1
2857,Sản phẩm tốt phù hợp với giá tiền,1
2858,"Shop phục vụ rất tốt, Rất đáng tiền, mua 2 màu nhưng ưng ý quần đen hơn vì vải có vẻ dày và đẹp hơn..chung quy lại giá rẻ thế này thì sản phẩm là quá sức tuyệt vời rồi.",1
2859,Mình đã nhận hàng Thời gian giao hàng rất nhanh Để mình uống và cảm nhận,1
2860,Giá tiền phù hợp với chất lượng,1
2861,"Quan đẹp , chất xịn shop lại còn nhiệt tình nữa chứ, hỏi gì cũng rep sieu nhiệt tình. Rất đáng đồng tiền bát gạo nha",1
2862,Áo chất ok.nhưg để lại tin nhắn là 3 màu mà shop gửi nhầm toàn màu trắng 😑 Đóng gói sản phẩm rất đẹp và chắc chắn,1
2863,Quà tặng hơi bụi nhé shop nhưng ok,1
2864,"Hàng đẹp,rất giống như trong hình,thời gian giao hàng rất nhanh👍👍👍",1
2865,Giày rất đẹp,1
2866,"Mới đặt hôm qua, hôm nay đã có",1
2867,"Giày rất đẹp nhé, đi vào cao thêm mấy cm shop ơi Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh",1
2868,"Giao hàng nhanh đóng gói cẩn thận, áo mỏng nhẹ , giá tiếng này Ko đồi hỏi hơn nhiều, ủng hộ shop 5 sao",1
2869,"Hàng như hình, giá rẻ, mới đặt hôm qua hôm nay giao tới rồi 😂 Rất đáng mua",1
2870,Sản phẩm giống trong ảnh 👍🏻 chất đẹp,1
2871,GIAO HÀNG NHANH,1
2872,"Mua 3 lần sp đều rất ok, sẽ ủng hộ shop dài dài",1
2873,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,mau ma dep mh thich lam ln",1
2874,Đồ đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền,1
2875,"Chất vải hơi dễ nhăn nhưng dáng váy đẹp, ko lỗi gì",1
2876,Áo chất siêu đẹp so vs giá thích cả màu xanh coban mà lúc mua hết mất 😂😂 Thời gian giao hàng rất nhanh,1
2877,Ốp gấu dễ thương,1
2878,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đặc biệt giao hàng rất nhanh luôn ạ,1
2879,Giống hình. đẹp,1
2880,Lần sau lại ủng hộ shop tiếp ạ,1
2881,"Tất chất liệu thoáng chân nhé, đi dễ chịu nha",1
2882,Vải hơi mỏng nhưng xinh cực ❤️,1
2883,Trông khá chắc chắn,1
2884,Vải mỏng quá nhưng màu thì rất đẹp y hình,1
2885,"Chất lượng tốt, giao hàng nhanh, mặc vừa nhưng size hơi bé hơn so với tưởng tượng :(",1
2886,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,",1
2887,Đóng gói sản phẩm rất đẹp và chắc chắn với 39k mà chất liệu ntn là quá ưng luôn❤️,1
2888,"Áo như hình, Đóng gói sản phẩm rất đẹp và chắc chắn",1
2889,Đóng gói sản phẩm chắc chắn Đáng đồng tiền Thời gian giao hàng nhanh Shop phục vụ rất tốt Chất lượng sản phẩm tốt hơn so vs giá tiền,1
2890,Nếu có 10 sao em cũng đánh giá cả 10 ❤️❤️❤️ sẽ ủng hộ dài dài ạ,1
2891,Cám ơn shop nhe,1
2892,"Nhưng bù lại shop nhiệt tình, chu đáo",1
2893,"😘😘😘 rất ưng luôn không còn gì để nói 😍😍 , sẽ ủng hộ shop dài dài , sở thích toàn đồ tối màu may shop gửi đúng toàn màu mình thích 😆😆 yêu shop quá ý cho hẳn 10000**",1
2894,Shop phục vụ rất tốt .Chất lượng sản phẩm tuyệt vời .minh mua 2lan roi đều rất ưng,1
2895,"Đóng gói sản phẩm rất đẹp và chắc chắn,quần ok lắm",1
2896,"Khăn mỏng, mịn, phù hợp với giá",1
2897,Lần đầu mua rất ưng,1
2898,Áo y hình,1
2899,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,áo rất đẹp, lần sau ủng hộ shop tiếp",1
2900,Yêu shop này lắm luôn ý 😘😘😘😘 cô chủ tư vấn nhiệt tình yêu cô chủ nảy r đấy 😘😘😘😘,1
2901,Cực cực cực cực tuyệt vời luôn,1
2902,"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh, siêu hài lòng",1
2903,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn form rộng và to 😆,1
2904,Màu bao đẹp,1
2905,"Áo chất liệu đẹp, in màu đẹp, form đẹp, giá đẹp => nói chung là CHUẨN",1
2906,Thời gian giao hàng rất nhanh 👍,1
2907,"Sản phẩm ở ngoài đẹp hơn trên hình, mang siêu êm luôn... 😙😙😙😙😙",1
2908,Áo đôi có size tại sao shop ko phân loại để khách chọn,1
2909,"Vải thun mềm, co giãn tốt",1
2910,San pham tuy chat lieu vai hoi mong nhung mac cung duoc.,1
2911,Đẹp mỗi tội hơi nhỏ so với shop miêu tả,1
2912,Ủng hộ các shop mới xây dựng thương hiệu,1
2913,Chủ shop thân thiện đồng hành cùng anh em chơi game =))),1
2914,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền,1
2915,From rộng hơn size,1
2916,"Vải mềm mịn, co dãn tốt dễ chịu, tay hơi ngắn xí nhưng so với giá rất tốt",1
2917,"Chất lượng sản phẩm tuyệt vời, Shop phục vụ. rất tốt Rất đáng tiền",1
2918,"Không biết do mình chịu loại này hay sao, môi mình vốn rất khô mà gặp em này mượt môi vô cùng",1
2919,Nhìn nó cái muốn ngủ hết sức á,1
2920,E ưng lắm. nhìn cute lớp 1e luôn ấy. sẽ ủng hộ shop tiếp ạ. 😘,1
2921,Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,1
2922,Sẽ ủng hộ tiếp ạ,1
2923,"Chất lượng sản phẩm tuyệt vời, hàng giao nhanh vãi :)",1
2924,Giao hàng siêu tốc,1
2925,"Tốc độ ngon đấy, h vinaphone 4g tốt nhất vn rồi",1
2926,Giày êm chất lắm mọi người,1
2927,Khá tốt có hướng dẫn tiếng việt càng tốt,1
2928,"Son màu lên đẹp, lâu trôi. nhưng để lâu môi bị khô",1
2929,Áo mặc dễ thương,1
2930,Quần có dãm,1
2931,Hàng đẹp lắm❤️😍😘 Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt nhưng có 1 điểm trừ là Thời gian giao hàng chậm,1
2932,Áo đẹp như ảnh chỉ bị cái sz hơi to 😝,1
2933,Áo đẹp trong tầm giá,1
2934,Chất lượng sản phẩm tuyệt vời vải đẹp ok,1
2935,Áo đẹp nhưng tay hơi ngắn,1
2936,"Sản phẩm ok với giá 59k. Như vậy là ổn rồi không đòi hỏi gì cả. Chất liệu phù hợp giá tiền. Cho shop 5 sao, sẽ ủng hộ shop nữa. Với cả shipper cũng thân thiện 👍👍",1
2937,Tiếp nhận đơn hàng và đưa cho bên vận chuyển cực nhanh,1
2938,Vải co giãn rất tốt. Chồng mình nói nhìn nó cũng xịn quá hen. Nên mua nha mọi người.,1
2939,Chất lượng sản phẩm tuyệt vời 45kg mặc vừa khích.chất vải đẹp i hình rất đáng tiền nói chung không chê chỗ nào được hết các bạn cứ yên tâm mua nhé.sẽ ủng hộ shop lần sau,1
2940,Người giao hàng rất có tâm đấy ạ,1
2941,"Áo rất đẹp,cực đáng yêu luôn",1
2942,"Hàng đẹp, chắc chắn, form khuôn ngực đúc đẹp",1
2943,Dáng rất đẹp,1
2944,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền mk có video mà k đăng đk mùi hơi ghê nhưng chống nước tốt lắm,1
2945,"Giày đẹp, mà rẻ nữa",1
2946,Đổi lại mất công nên để vậy thôi,1
2947,Tặng shop 5*😆👍,1
2948,Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
2949,Tay áo ko giống hình tay lỡ ko phải tay dài,1
2950,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh☺,1
2951,"Áo đẹp đấy , Chất lượng sản phẩm ok",1
2952,Với giá tiền đó thì vải áo rất ok Thời gian giao hàng rất nhanh,1
2953,Chất lượng sản phẩm Vừa túi tiền,1
2954,Shop phục vụ rất tốt nên mua Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,1
2955,Rất ưng ý,1
2956,"Sản phẩm rất ok , lúc đặt hàng không nghĩ giao nhanh vậy luôn 😝",1
2957,Tin tuỏng,1
2958,TOT/ 5 Sao,1
2959,Giày tốt lắm shop ơi 😂😂,1
2960,Áo đẹp và rất ok luôn cho shop 5⭐️,1
2961,Áo giống hình mà mình hơi lùn nên size s mặc vẫn bị trùng.😓,1
2962,Chất áo dày dặn,1
2963,"Hàng nhìn đẹp, hàng đầy đủ mà giá lại rẻ, tuyệt vời Chất lượng sản phẩm rất tốt, shop rất nhiệt tình, đã giúp tôi giải đáp nhiều thắc mắc trong quá trình sử dụng sp, Shop đóng gói hàng cẩn thận. Chuyển phát nhanh. không tì vết, không bụi bẩn. Giá rẻ hơn nhiều cửa hàng Cảm ơn cửa hàng. Tôi cho nó 5 sao và sẽ tiếp tục mua nó.",1
2964,"Shop viết là dép loại dày nhưng cũng thấy bt, k dày lắm, đi êm, đúng mẫu đúng màu. Giá này thì ra ngoài cũng mua đc nhiều mẫu đẹp. Nc là cũng ok",1
2965,Hàng đẹp lắm shop nhưng hơi rộng tí,1
2966,Giày giống hình,1
2967,Giày đẹp . shop thân thiênh,1
2968,Giày đẹp lắm ❤️,1
2969,Chất son mượt,1
2970,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm Chưa chắc chắn,1
