Review,Label_number,Label_text
"nút bấm thì hỏng, không có cái màng bên ngoài tai không có nói chung là với 9k thì không phải đòi hỏi nhưng nó không bõ công đợi hơn một tuần",0,neg
"đặt 2 màu kaki mà giao trắng đen",0,neg
"đen giả da không đúng như tiến bịp nói chỉ có cái nịt thôi. mua về thấy khá đẹp nhưng kiểm tra kỹ thì đã bị rách như trên video",0,neg
"đen không đúng không giống mẫu vải xấu",0,neg
"tệ tai được cs 1 bên hàng đã qua sử dụng không dùng được rất không",0,neg
"hg không đều cái thì nhỏ 10chiếc đạt 5",0,neg
"nói là điều khiển giọng nói nhưng không dùng giọng nói được hàng không đúng như quảng cáo",0,neg
"ổn sai màu cửa hàng giao nhầm màu cho mình? thất vọng",0,neg
"god god god cùi bắp nên cho",0,neg
"hàng chưa nhận được luôn ma nhắn tin cửa hàng không trả lời. tren ap thi kêu da nhan hàng",0,neg
"mặt đồng hồ bị nứt khi nhận hàng, shop không đền bù",0,neg
"ai mua vì màu trên ảnh thì cân nhắc nhé, khác hẳn 10 luôn mua vì thấy qc là màu dark brown, nhận hàng màu deo gì ý, trông vừa bạc vừa cũ, cửa hàng chỉnh màu ít thôi xin đấy",0,neg
"không nên mua chạm liên tục nhảy giờ tùm lum suốt ngày mất công bấm giờ lại",0,neg
"mua quâ n nam la i giao quâ n anh o nư, cha n qua",0,neg
"giống nhẫn con gái",0,neg
"thật là thất vọng. hóa ra nó chỉ mặt bằng nhựa đen không phải như quảng cáo nào là mặt bằng hợp kim chóng rỉ q người ta dù không có bạn tiền nhưng thấy hối hận khi mua rất ghét những cửa hàng có hành vi dói trá kiểu này",0,neg
"chưa nhận được hàng mà đã xác nhận được hàng là sao cửa hàng?",0,neg
"mỏng, chất lượng quá kém",0,neg
"gửi nhầm hàng, mình có nhắn tin nhưng cửa hàng không trả lời",0,neg
"không không không đúng với trong ảnh không đẹp",0,neg
"nakala saba giả mạo mọi thứ nakala saba giả mạo mọi thứ",0,neg
"ví dụ cửa hàng có hết mẫu báo để người mua biết không có. chứ sao giao mẫu gì kì vậy?",0,neg
"quá tệ mặc rất nóng kích cỡ thì nói 1 đằng mà làm một nẻo đen không, mặc rất nóng tất cả đều rất chất lượng trừ cái cửa hàng và đơn hàng",0,neg
"giao nhầm màu, truyền tải bị dè",0,neg
"sản phẩm lỗi dùng không được",0,neg
"đúng nhucaiconcak deosac được pin nhucailonmenovay",0,neg
"đ khá nhưng có chỗ mày sai, có chỉ thừa",0,neg
"tất cổ cao đây hả cửa hàng sao ngắn v",0,neg
"da trắng cửa hàng cần lưu í nay mình mở hàng thấy có 1 vài chỗ da ở dây bị nứt và có dấu hiệu bị bung định làm vd đánh giá nhưng mà gặp phải sự cố mong cửa hàng khắc phục",0,neg
"cửa hàng kêu mix ít mẫu trùng nhau. nhưng 50c 3 mẫu mỗi mẫu 1520c như nhau vậy là ít giữ chưa còn chưa kể hình gắn vào kẹp thì bung ra",0,neg
"trông đồng hồ thì cũng đẹp đấy nhưng không biết tại mình đen hay thế nào mà cửa hàng giao cho cái đeo chỉ cần cử động mạnh 1 xíu là rơi luôn? như này đang trên đường đi không để ý chắc rơi lúc nào không biết mọi người xem video để biết thêm chi tiết nói chung là nên né ạ!",0,neg
"mỏng tệ không giao sai màu giao sai màu, vớ mỏng ở ngoài xấu dã man. mọi người không nên mua. sản phẩm không giống cửa hàng đăng đâu",0,neg
"hàng nhái đeo chán phom thi không đp tuot xống không à",0,neg
"không đặc màu đen mà giao đen",0,neg
"hàng rơi nhẹ cái là linh kiện bay hết luôn. đồ hàng mã không nên mua nhé",0,neg
"tệ không có pin thiếu dây",0,neg
"dùng được 15phut hết bin sài không được",0,neg
"den dung với mo ta vải áo bị ra màu giặc 3 lần vẫn ra màu khó chịu vô cùng",0,neg
"có chiếc bị bẩn còn bị lệch chiếc ngắn chiếc dài",0,neg
"chọn cổ cao mà cửa hàng lại giao cổ trung",0,neg
"mua 7 dùng được 2 cái 2xl 5 cái kích cỡ mình không mặc được",0,neg
"không có vỏ đựng lỏng lẻo, trễ, nút bấm mới mua về bị hỏng",0,neg
"mình mua quan lót đùi ma sao cửa hàng quan nay cho mình that vong vo cung",0,neg
"sai đúng kính lỏng lẻo sai logo không nên mua",0,neg
"ảnh khác quần giao khác",0,neg
"không mua màu đen gửi màu ghi nhựa gửi sai hàng",0,neg
"tặng quà khẩu trang. trong khi đăng là tặng áo",0,neg
"cửa hàng làm ăn thật thiếu chuyên nghiệp mình đặt hàng 1 kiểu thì cửa hàng lại giao 1 kiểu khác cửa hàng thử xem đã đúng mẫu mình đặt chưa tuy sản phẩm không quá nhiều tiền nhưng dù sao đó cũng là uy tín của cửa hàng, mình chia sẻ vậy thôi! cảm ơn cửa hàng!",0,neg
"đặt trắng giao đen form ôm không phải form rộng",0,neg
"đen vải chất vải mềm chuẩn xịn để giặt sạch dám mang, rẻ lần sau mua ủng hộ, có điều bị rách ngay cái miệng một khúc may lại mới mang được",0,neg
"đặt có giọng nói lại gửi không có giọng nói. làm ăn không uy tín",0,neg
"tôi cũng không cho luôn ý sạc còn không vào điện",0,neg
"vải nilon, mặc ngứa, nóng sai mô tả",0,neg
"không đúng với quảng cáo",0,neg
"tệ mua về kiểu gì mà nó không lắp vào được",0,neg
"vải mặc lại bị tuột dây đen không nên mua",0,neg
"mua 0d nen cung không dam doi hoi nh măcdu nó không đẹp 1 tí nào hết thực sự rất chán chắc sẽ suy nghĩ lại về hàng 0đ",0,neg
"lỏng lẽo 3 ngày phai màu hàng như đồ chs trẻ em",0,neg
"sản phẩm không đúng với quảng cáo, chất lượng quá tồi, chòng kính lỏng lẻo nhận về phải đó kéo vào với chắc",0,neg
"memo mà lại thành bao tay đểu lên cho 1 star hâhaha",0,neg
"đặt thắt lưng nhưng lại nhạn về mặt của thắt lưng",0,neg
"tai nghe bị đức",0,neg
"đã nhận được đel đâu mà kêu nhận rồi",0,neg
"không giong với mau hình với hàng nhận được quá khác nhau nhắn tin không rep",0,neg
"chưa nhận được mà",0,neg
"đen khác trong hình",0,neg
"nhờ note màu thì đồng ý đại để khách đặt xong rồi giao sai màu. mic hư xài không được, nhắn thì rep để xem cả tuần sau vẫn chưa giải quyết rồi im luôn",0,neg
"không thấy hàng đừng đặt",0,neg
"mua 2 sản phẩm mà mở ra có 1 cái vậy cửa hàng?",0,neg
"mới nhận cái nó rớt ra là sao cửa hàng",0,neg
"sản phẩm lừa khách ae đừng dại nhé",0,neg
"tệ, siêu tệ, chán, quá chán, không nên mua, rất không nên mua",0,neg
"biết là rẻ như đồ chơi n ít ra phải hoạt động chứ. đây không hoạt động luôn không bấm được luôn. mặt xước băm xước bổ",0,neg
"cửa hàng phục vụ rất tồi nhắn tin không thấy phản hồi hàng mua thì thiếu hàng đổi trả thôi trả cần luôn",0,neg
"cổ tất dão chưa đi đã dãn dão",0,neg
"xanh trên mạng vải mền giao hàng cho vải cứng",0,neg
"không biết nâu đúng quần vải đẹp fom đẹp mỗi tội đường chỉ may hơi thưa nên dễ bục. cửa hàng nên để ý đến vấn đề này hơn",0,neg
"không đúng với sản phẩm đồ thì nhỏ không mang vừa mang vào giống con nít",0,neg
"ốp cứng khó lắp. tai nghe kết nối được 5p là lạo ngắt. nghe được mỗi 1 bên tai. không nên mua nha phí tiền",0,neg
"thấy nhiều người mua nên mua theo mà không đọc đánh giá giờ thất vọng quá trời luôn, tất mỏng đét, đi 1 lần rồi bỏ",0,neg
"sản phẩm không như mong muốn, điều chỉnh giờ không được vì nó là mô hình, tóm lại là không dùng được",0,neg
"thiếu 2 núm thay thế, khi kết nối tai nghe với điện thọai rất lâu. khi mở hộp tai nghe cảm giác rất lỏng lẻo không được đầm tay. ncl lần này mua không ưng cho lắm",0,neg
"giao hàng không sử dụng được kim phút lắc lư bán hàng không uy tín",0,neg
"mỏng trắng đen vải hơi mỏng, chỉ thừa nhiều, quần trắng dính vết bẩn",0,neg
"may gấp khúc không cài được miếng chắn gió, nhắn tin cửa hàng không tloi",0,neg
"đẻu xanh hàng đểu bị cháy",0,neg
"áo bé tí không to thất vọng",0,neg
"đề xuất không giống trong hình",0,neg
"như mứt nhôn lừ. không nên mua phí tiền",0,neg
"đẹp nhưng mà giao thiếu cửa hàng ơi, em đặt 3 đôi mà giao có 2 đôi",0,neg
"pu độ bền không biết chất lượng trông quá tệ. rất xấu như trong ảnh",0,neg
"mình mua 6 hộp mực khi nhận có 1c trống bị lỗi",0,neg
"cao su chứ không phải da đen sai, mô tả là thắt lửng da mà giao hàng là cao su",0,neg
"rẻ tiền nên không đẹp thái độ phục vụ thiếu chuyên nghiệp",0,neg
"đặt 2 trắng 2 đen thì giao 3 cái đen, giao thiếu còn giao sai màu đã vậy còn lộn cả kích cỡ, quá tệ",0,neg
"bịp bố mày à mua về vỏ không? mùi thì tởm phí 40k",0,neg
"không haif longf lawms không cao ấn mãi không nhận điều hoà, phải ấn mode thì mới bật tắt được điều hoà",0,neg
"đen mua ba cái giao có hai cái nhưng mà lại tính tiền ba",0,neg
"chụp lên ảnh thì màu nhưng mà ngoài đời n màu hơi cam cam dạng nâu có chút cam ý thất vọng. đừng nhựa cắt không chỉnh chu",0,neg
"vàng không chống nước, sida",0,neg
"hàng dởm mọi người đừng mua, không xài được",0,neg
"giả không bền đúng",0,neg
"be, đen. hồng thun chất vải ổn. cổ ao xấu. áo be bị dơ nhắn tin cửa hàng kêu giặt dùm. mua áo mới giống ao cũ thì mua làm gì. mua lần trước kích cỡ quá to. nay mua lần thứ 2 thất vọng sẽ không bao giờ quay lại mua",0,neg
"mình đặt s37 cửa hàng giao sai 42 đẹp quá v",0,neg
"from hơi bé anh. đi êm",0,neg
"mình chẳng hiểu cửa hàng làm ăn cái. kiểu gì dây đồng hồ không có chốt rời rạc rồi mình lắp rồi đeo như nào",0,neg
"cửa hàng này bán 1 lần thôi à sao mua đến cái quần thứ 2 tệ vậy",0,neg
"quần ngắn như quần sịt",0,neg
"chê không đẹp giao không",0,neg
"trắng bóng không giống lams to nhm nó bóng với mỏng trông giả trân lắm, mua giá giảm giá nên cũng không muốn trả nữa ấy",0,neg
"không vải thì xấu đeo vô thấy ghê đừng nên mua nha mọi người",0,neg
"giống ổn không sản phẩm sai hình ảnh mô tả",0,neg
"đặt đồng hồ mà gửi nhẫn cửa hàng cho bay luôn đi cửa hàng lừa đão",0,neg
"hàng không như quảng cáo",0,neg
"không nhưng mong muốn. quá yếu không. đỡ được điện thoại. dùng được 2 lần là hư luôn. không đẹp được điện thoại quá 2 lần",0,neg
"cảm ơn nhà van chuyển người bán hàng và shope",0,neg
"quần xịp lỏ quá",0,neg
"chất vải hơi đểu nhìn không",0,neg
"đúng là đồ giá rẻ, mọi người không nên mua nha. cái tai nghe này tiếng không hay đâu, song cũng dễ hỏng nữa, được 2, 3 ngày gì đấy đã hỏng rồi",0,neg
"nó bị giơi nhiều vãi còn bị giao thiếu 5 cái show kiểu gì đấy lần sau tôi sẽ không mua nữa",0,neg
"hàng không về mà có ảnh rõ là ai lấy mong gửi lại",0,neg
"tệ đúng không áo quá bé và đường khâu lỗi",0,neg
"nhựa hồng mới người né cửa hàng này ra bán hàng sài không được. mới người nên né cửa hàng này ra. không đổi hàng gì đâu. toàn trả lời sàm không. mua lần sợ tới gà",0,neg
"ổn đen mình mua giá có 12k thôi nhưng mà kb tại sao đồng hồ pin chạy rất có vấn đề sai giờ, khi mình chuyển giờ rồi mà sau 1h đồng hồ chỉ nhích lên 15p nữa",0,neg
"nhận sản phẩm không đúng . thiếu cáp sạc. nhắn tin không trả lời",0,neg
"không không xài được",0,neg
"sai mẫu không gióng hình",0,neg
"sản pẩm không đúng như qc chất lượng quá kém",0,neg
"đặt đồng hồ 2v. pin. nhưng khi nhận không có pin. liên hệ củng không ai trả lời",0,neg
"mới nhận hàng khui ra thì dây bị dị rồi",0,neg
"quá tệ, nhận hàng đã hỏng, không dùng được",0,neg
"cái khẩu trang dày thì còn ổn, còn 2 cái mỏng phải nói là không khác gì cái quần cũ luôn đấy, không bằng cái khẩu trang 5k ngoài chợ, chỉ thì bung lại còn bị ố vàng, 1 nghìn dấu hỏi chấm",0,neg
"lua nha ae, hàng làm vô cùng giả nha ae, nhìn dại vô cùng, kết nối mãi éo được",0,neg
"điểu không rỉ sét",0,neg
"bị lệch số nha cửa hàng làm ăn zay là không được rồi, nên cân nhắc trước khi mua nha mọi người nhìn cũng được nhưng mà lệch số",0,neg
"khóa thắt không phù hợp",0,neg
"mua khuyến mại với giá 0 cửa hàng giao cho cái hư hỏng lấy từ sọt rác ra đúng là. thế mới hiểu thế nào là gian thương",0,neg
"không đúng với hình không đúng với hình",0,neg
"đề xuấtđơn thi đã giao thanh công hang thi chưa thấy",0,neg
"đen vải đểu sai vãi lừa vãi ra quần so với ảnh mẫu khác hẳn nhau, không bao giờ mua lại, report",0,neg
"chỉ dùng được đúng chức năng bật và tắt, tăng giảm nhiệt độ cũng chỉ bấm được một cái rồi không sử dụng được nữa. lúc vừa đặt hàng xong muốn huỷ để đổi sản phẩm khác cửa hàng không cho đổi",0,neg
"đặt trắng trơn mà giao trắng gân",0,neg
"thật đáng buồn, tôi đã đặt hai thắt lưng lưng và một số quà tặng kèm theo, nhưng đáng tiếc chỉ được mỗi một cái thắt lưng duy nhất, tại sao vậy cửa hàng",0,neg
"khác hình không có viền xanh, vàng gì cả lại còn mỏng dính không nên mua",0,neg
"đồng hồ bị liệt nút không lên mua, vì săn giá rẻ lên cửa hàng cho hàng đểu. mọi người lên cân nhắc",0,neg
"được. mình sạc không vào",0,neg
"day đeo cứng trắng cao su",0,neg
"titanium không vàng dây đeo lỏng lẻo rất mỏng của rẻ là của ôi thôi",0,neg
"mong mọi người đừng mua",0,neg
"sản phẩm quá tệ kim lắc qua lắc lại uổn tiền mua nó",0,neg
"đặt 3 bộ. tính tiên 3 bọ. giao có 1 bộ. cửa hàng lùa đảo. hk uy tính",0,neg
"không một lớp chống sốc gì cả, hàng có 2 mic thì 1 mic nghe ổn 1 mic nghe nhỏ",0,neg
"thất vọng thật sự mua lần đầu cũng như lần cuối mua đồ cho con không thích đổi trả mà không bao giờ mua lại vào xem bình luận ai cũng khen thấy hình cũng đẹp tới khi mua về 6b hết 3 bộ 2 tay áo 2 màu nói cửa hàng thì nhận được câu trả lời kiểu tay vậy mua cho con không biết bao nhiêu bộ rồi lần đầu nhge cửa hàng nói vậy không có lần 2",0,neg
"đề xuất tôi chưa nhận được hàng",0,neg
"phai màu nhanh không chống nước bán hàng không uy tín",0,neg
"này là thắt lưng trong nha mọi người",0,neg
"cửa hàng giao đồ tương đối nhanh, nhưng mình không thích cách làm việc của bạn quản lý sàn của cửa hàng lắm, mình hỏi kỹ trên lai, nhưng giao về mình mặc trật mình nhắn tin cửa hàng đổi kích cỡ thì bạn ấy bắt bẻ hơi nhiều, ngây không có thiện cảm. nhưng bạn quản lý sàn cần lưu ý",0,neg
"giao sai hàng chịu chết",0,neg
"tai nghe bị trầy mặc kính",0,neg
"nhìn hình tự hiểu",0,neg
"da trắng hàng nhận về méo móp tệ không phù hợp giá",0,neg
"tệ không kết nối được vag màu đều đẹp, nhưng không thể kết nối được với điện thoại không nghe được luôn cửa hàng báo hoàn hàng về cho cửa hàng màu đang đẹp thì lại hoàn hàng",0,neg
"ổn nhưng mà có mấy cái xấu xấu qa huhu",0,neg
"căn khá chuẩn với màn hình điện thoại, dán vào rất dễ, đỡ bị dính bụi và ít còn lại mấy cái bong bóng nha. tuy nhiên mình thấy ctn khá kém, nhìn từ bên cạnh vẫn thấy rõ tôi tôi",0,neg
"đặt 1 cặp mà gói được có 1 cái gói hàng không cẩn thân tôi",0,neg
"màu đẹp thật sự là lần đầu mua quần của nhà whose rất kỳ vọng nhưng không như mong đợi! mới nhận chưa mặc đã xù vải. mới mặc được 1 lần đã xần xùi hơn cảm nhận rõ nhất là ở đáy quần dù chỉ 1 lần mặc. không biết vì mua trúng đợt giảm giá không mà như này mình thất vọng thiệt",0,neg
"in hình bị lỗi in hình bị lỗi hình bị lem",0,neg
"không biết trăng đen không đúng lắm đồ quá mỏng, nhiều chỉ thừa, túi quần may xấu",0,neg
"mua về đồng hồ không chạy được đơ ra",0,neg
"dùng chưa đầy 1 tuần",0,neg
"đồng hồ không chạy dù thay pin mới quá tệ, không nên mua",0,neg
"đơn hang như hàng cũ quần chưa mặc đã thấy rất nhiều chỗ dơ",0,neg
"dùng được có 1 lần là không nghe được nữa rồi",0,neg
"đúng đúng dây đồng hồ dễ bị bung ra quá",0,neg
"đồng hồ không bấm được giờ phong cách đồng hồ đồ chơi giao hàng không giao hàng nhái không chỉnh được giờ",0,neg
"mua 5 bộ tận 1 bộ mà. giao có 3 bộ",0,neg
"sai màu cửa hàng giao sai màu, đặt màu xanh nói chung mà giao màu xám. hơn nữa quần còn bị bong. sai lầm khi tin tưởng cửa hàng",0,neg
"không dùng được gọi nói không nên mua",0,neg
"trong hình mô tả là loại may quai hàng về là loại dập quai thất vọng toàn tập",0,neg
"đặt 4 đôi, tính tiền 4 đôi nhưng giao 2 đôi. đã nhắn cho cửa hàng nhưng không có phản hồi",0,neg
"nhựa quá tệ đồng hồ bị vỡ không nên mua nhé để em yiy ý tư tưởng hồ chí mình sơn đăng nhập sign in with twiter ghi nhớ mang theo một số công ty có thể mua được rồi ý kiến của mình bao giờ hết",0,neg
"đo chơi trẻ em",0,neg
"điều hoà lúc bật được lúc không. rất chán",0,neg
"loa nhỏ xíu. cảm thấy thất vọng",0,neg
"đặt xám giao đen không đúng với hình ảnh bán đặt hàng 1 mẫu mà khi giao về 1 mẫu, đặt màu xám mà giao màu đen, mình đặt mẫu không che trán, khi hàng về mẫu kín trán",0,neg
"trắng đen vải mỏng thật sự không hiểu tại sao cửa hàng lại giao cho mình đôi tất bẩn như này, soạn hàng cả tuần, nhận được hàng là gần tháng, đợi hết lạnh để nhận về đôi tất bẩn như này",0,neg
"áo bị ngược túi khóa mu bị lệch",0,neg
"không dùng được điều khiển, mua về vứt đi không lên mua hàng này phí tiền. hình ảnh không đúng nhưng chất lượng rất tồi tệ",0,neg
"đúng mỏng mát nhưng qá nhiều chỉ thừa, giặt 1 lần đã bung rất nhiều chỉ ở phần quần không nên mua đâu nha mọi người",0,neg
"đồng hồ đeo 2 ngày thì hỏng, mình đặt bên này 3 cái thì hỏng cả 3",0,neg
"rẻ thì mỏng không nói giao hàng tất mốc đen",0,neg
"vải hơi cứng đeo nhiều ma sát vô trong bị chầy không được co dãn lắm tồi",0,neg
"không giống quảng cáo",0,neg
"mua đồ mới ai ngờ bán cho đồ cũ có sài được đâu. thất vọng quá",0,neg
"nhắn che tên sản phẩm mà cửa hàng như không che, lần t2 rồi, thất vọng!",0,neg
"nhưng hồ không lmj được mua về ngắm",0,neg
"áo rách cũng giao hàng cho khách được. rách hẳn 2 bên. không có tem mác",0,neg
"nhận quần bị bục cửa hàng quá tệ",0,neg
"sản phẩm quá kém không giống trong hình tí nào",0,neg
"như ốp cũ vết xước nhiều đơn hàng nhận về thì méo mó",0,neg
"cái còn lại không hoạt động",0,neg
"kim chỉ phút không chạy",0,neg
"đúg mô tả dúg nhưng mà châtd liệu quá là mỏg mà dám nói chất dày lừa đảo",0,neg
"nghe chưa dược 1 tiếng hết pin rồi",0,neg
"sốp không tét kỹ trước khi gửi 1chiếc hỏng vẫn gửi",0,neg
"màn hình bị xước, mà đã hủy hàng rồi mà cửa hàng không xác nhận vẫn gửi hàng đi",0,neg
"mua mới dùng được có nữa ngày thì bấm mãi không lên, phải tháo ra sửa mới lên lại, mặt gương nhiều vết xước, nút bấm tịt vào trong, giấy hướng dẫn cắt xiêng xẹo như cắt cho có, không có hướng dẫn tháo lắp pin, mình thích đồng hồ này nhưng cửa hàng làm mình rất thất vọng",0,neg
"hàng lỗi không hoạt động",0,neg
"áo không đẹp, không giống như trong ảnh, áo chỉ có 2 cúc không giống như trong ảnh có 3 cúc, áo rộng phần tay áo thì lại trật quá kiểu như đã qua sửa chữa giống áo cũ",0,neg
"bấm phản hồi chậm. thấy hướng dẫn để pair với tv mà có pair được quái đâu. không có thì bảo không có, hướng dẫn ba lăng nhăng",0,neg
"may ẩu dây đeo may lộn ra phía trước",0,neg
"đặt kích cỡ xl mà gửi kích cỡ s. không để ý lỡ cắt mác rồi",0,neg
"hàng lỗi nhắn tin cửa hàng xem nhưng không phản hồi",0,neg
"phần đùi quá chật sản phẩm 6xl chỉ 90kg đổ về là mặc vừa",0,neg
"đồng hồ mới vua deo 1 ngay da bi phai mau rồi",0,neg
"sao nó ht pin nhanh vậy",0,neg
"không hề giống trong hình",0,neg
"mất 1 bên nên nghe 1 bên to 1 bên thì nhỏ",0,neg
"của rẻ là của ôi không da gì. không dùng vứt đi luôn",0,neg
"không đúng như quảng cáo",0,neg
"dùng được mấy lần. mua về vứt đi. không bao giờ quay lại. ỉn ơi tôi ở đây tôi thấy nó cũng có thể nói rằng mình không có gì mà không biết có thể là người dùng sẽ được bán với giá rẻ mạt",0,neg
"khẩu trang siêu mỏng",0,neg
"chưa rõ nghe nhạc cái tai bên trai có vẻ không nghe được dù mình có thông báo cho phía bên sản xuất rồi",0,neg
"đặt màu quần đen áo trắng giao quần đen áo đen",0,neg
"trả tiền trước mà đơn không hề được giao hàng đến nơi cũng không có cuộc gọi nào",0,neg
"hàng nhận về rất thất vọng bóc ra đã thấy những vết sước",0,neg
"giao hàng không đúng như mẫu quãng cáo. quá thất vọng",0,neg
"cho trẻ em mẫu giáo chơi",0,neg
"đồ choi con nít mà kiêu đồng hồ",0,neg
"Mình mua sản phầm này và các sản phẩm khác tổng số lượng là 6 cái vậy shop giao thiếu cái này, Trên bill xuất ra thì thấy ghi có 5 sản phẩm, sau đó ghi bổ sung sản phẩm này vào nhưng không bỏ hàng vô hộp",0,neg
"đặt 2 cái xl gửi mình về thì mình cũng chịu cửa hàng là ăn như q",0,neg
"dây cứng mặt sước",0,neg
"tệ không giống với hình tệ không giống với hình",0,neg
"mỏng như giấy đen không mỏng cực vãi này y chan mấy cái vãi mà tôi vứt cho em tôi để nó may búp bê",0,neg
"mua làm đồ chơi thì được chứ không đeo lâu dài được nha mới lấy về đeo ngày hôm sau nước đã mờ hết màn hình rồi nói chung rẻ mua chơi thôi chứ không nên sài",0,neg
"khó dùng lúc tháo bị kẹt",0,neg
"thất vọng về sản phẩm. nhắn tin cho cửa hàng thì cửa hàng không trả lời",0,neg
"đen giao thì lâu mặc dù đơn hàng cũng ở hcm, hàng thì tróc hết thật tệ",0,neg
"vải đen, trắng mỏng quá mỏng",0,neg
"thấy rất là thoáng mát",0,neg
"kiến trắng đúng ôi trời cửa hàng ơi, sao lại 1 tổ kiến thế này, bóc hàng ra sợ chết khiếp luôn",0,neg
"hơi chật đựng sách khó",0,neg
"1 cái nghe được cái còn lại không nghe được",0,neg
"chất lượng vải kém mặc vào rất chi là nóng mới người không nên ham rẻ mua về lại vất đi",0,neg
"dây quần hơi cứng và ngắn",0,neg
"gửi về được cái vỏ",0,neg
"mọi người nên mua những chiếc áo có giá cao cao mà nó ổn còn mấy cái vài chục này nhìn ngư cak",0,neg
"nhìn như hàng dùng rồi trong thì bửn",0,neg
"cửa hàng giao hàng màu không nhạt như trong hình với lại sạc tai nghe không lên",0,neg
"quá tệ chất lượng vải xấu",0,neg
"chịu hàng mỏng le",0,neg
"đóng gói tệ hộp nhăn không đúng",0,neg
"mua quần cân nặng 53 58kg mà 68 không mặc mới vừa! nhắn tin cho cửa hàng mua 2 cái màu nhau thì về cả 2 cái màu đen! làm ăn thế này thì",0,neg
"vải áo mềm, nhưng mỏng quá, tư vấn kích cỡ chưa chuẩn lắm, mình mua về mặc chật, đơn có quà tặng mà nhận hàng không có quà",0,neg
"chốt thắt lưng ngắn quá",0,neg
"vải cá sấu xám xanh xấu, không đúng áo form xấu, vải mỏng, xấu không đẹp",0,neg
"chỉ có thể nghe được tiếng một bên",0,neg
"tai nghe chỉ nghe được 1 bên, chập chờn, đóng gói sơ sài bọc mỗi cái túi bên ngoài, hơi nhỏ so với ảnh",0,neg
"hàng giao nhanh mà bảo quà tặng không có lại giao quần mỗi loại 1 kích cỡ 1 chất vải khác nói chung không nên mua rẻ đúng nghĩa với từ rẻ rúm",0,neg
"giao không rất là quá tệ",0,neg
"làm rơi hàng của khách dm mất thời gian",0,neg
"đặt đen giao màu bạc",0,neg
"mua một đằng, giao một nẻo. thiếu hàng phản hồi cho cửa hàng chờ gần tuần trời. báo chuyển tiền lại nhưng cho số tài khoản cũng không thấy đâu. làm ăn vô trách nhiệm, không bao giờ mua lại",0,neg
"đúng sai mất 1 chiếc nhẫn sắt bị sai mất 1 cái nhưng giá này thì quá hợp lý",0,neg
"tệ không có gì loa nghe không được trg mic thì không đổi được dọng liên hệ cửa hàng thì đền bù 20 không có từ gì để nói luôn á",0,neg
"kém, chưa gì đã như sắp gãy",0,neg
"ổn tuy là hàng giả nhưng mà sài cũng ổn mình mang lớp y tế và lớp khẩu trang này ra đường thì thấy cũng mát không đến nỗi tệ vải cũng mịn",0,neg
"không đen không biết kém, mua về còn bị lỗi tóm lại đừng hàm hố rẻ như mình là được",0,neg
"áo sứt chỉ ma không ktra rồi hãy gửi",0,neg
"loa giao lâu. chỉ xài được 1 loa nên mọi người cần cân nhắc trước khi mua nha",0,neg
"trên hình là bao tay sợi bạc nhưng giao về thì là bao tay thường?",0,neg
"cửa hàng không bảo là có hộp hay không mà lại đóng vào túi bóng",0,neg
"đồng hồ cũng được so với giá tiền. nhưng mua 3 hỏng 1 không lấy giờ được. chát cửa hàng mấy hôm không phản hồi",0,neg
"hàng kém chất lượng, mua về rất thất vọng",0,neg
"không đúng 1 chút nào không biết mình đặt 18 cái nhẫn cửa hàng giao 3 cái nhắn tin thì không trl nhận hàng từ 3 tháng 4 tới giờ vẫn chưa rep",0,neg
"cho vì không shiper gọi qua bưu điện lấy hàng",0,neg
"đặt 50 cái kẹp thì bị mất mấy cái, rồi còn rớt charm",0,neg
"áo mua chung combo 1 kích cỡ mà áo to áo nhỏ, mệt quá đi trời ơi, quá",0,neg
"không đúng mẫu đã mua. qua tệ không đúng mẫu đã mua",0,neg
"hàng không đến tay tôi",0,neg
"nghe chỉ có 1 tai à",0,neg
"chất đểu áo bé đúng không",0,neg
"1k thì mua cho biết thôi chứ đừng ai mua nhá nghe được đúng 1 lần hỏng luôn chân sạc của hộp tai nghe còn bị lệch nên không cắm sạc vào được",0,neg
"giao hàng bẹp dúm dó, đóng hàng không chống sốc kĩ. rất bực mình",0,neg
"sản phẩm bị méo mó, không đảm bảo chất lượng",0,neg
"v ải màu nhạt quá",0,neg
"lừa đảo, đồng hồ đồ chơi, không dùng được. không nên mua mọi người nhé",0,neg
"không eo thề nó khác với hình kinh khủng luôn thấy vọng thật sự hình thì chỉ trắng nhưng đây chỉ vàng. xong màu cũng khác luôn dark blue dữ chưa",0,neg
"mỏng qá có chiếc bị lỗi",0,neg
"hình 1 kiểu sản phẩm 1 kiểu rác",0,neg
"không đen vải chất vải không đẹp, form quần trông nó tệ hại nói chung lên xem xét kĩ lại trướv khi mja không sẽ thất vọng",0,neg
"không nhận được mà ghi đã nhận",0,neg
"sau 1 lần sd xong sạc thì không nghe được mọi người không nên ham rẻ nha. mình đã được cửa hàng hoàn tiền lại ạ",0,neg
"sa n phâ mình qua mỏng và nhỏ",0,neg
"hình sao sản phẩm nó ngược lại",0,neg
"túi ổn cứng cáp. có điều bị lỗi phần cúc. nên không lắm",0,neg
"mua khẩu trang về che bụi, ma cái kt hở 1 lỗ ở mũi. hỏi chấm",0,neg
